#|格式：路点id| 路点经度| 路点纬度| 路点所在道路id| 路点类型| 说明
#|路点类型: 位置(0), 站点(1), 泊车(2), 无保护(7), 人行道(8), 左换道(9), 右换道(10)
#|需要将站点放在最前，并编好id，其他任务点无需编号，但需要标正确
0|109.560371325|24.395134409|3_3|1|Station0
1|109.560653535|24.3950067175|j18_1|1|Station1
2|109.563486739|24.3947754909|j19_1|1|Station2
3|109.57014445|24.3965525273|7_1|1|Station3
4|109.571959376|24.396873695|j20_2|1|Station4
5|109.56834004|24.3990599285|j17_3|1|Station5
#|6|109.568276798|24.4004215435|j21_1|1|Station6
6|109.568281999|24.4004295275|j21_1|1|Station6
7|109.561197475|24.3978562631|j22_1|1|Station7
8|109.565293124|24.3971866933|j15_3|1|Station8
1|109.564816718|24.398911708|j14_3|7|UnprotectedLeftTurn
2|109.564730272|24.3988230807|j14_3|8|Sidewalk2
3|109.565106304|24.397580615|j15_1|8|Sidewalk3
4|109.565777076|24.3954888663|j4_4|8|Sidewalk4
5|109.565842027|24.3953542934|j4_4|8|Sidewalk5
6|109.567790389|24.3958236083|6_1|8|Sidewalk6
7|109.56932495|24.3962348988|j5_1|8|Sidewalk7
8|109.569941601|24.3964694725|j5_1|8|Sidewalk8
9|109.573222813|24.3972787972|7_1|7|UnprotectedRightTurn
10|109.573355504|24.3972871611|j6_1|8|Sidewalk9
11|109.573955453|24.3954798213|8_1|8|Sidewalk10
12|109.573970667|24.3954060307|j7_1|8|Sidewalk11
13|109.570768613|24.394482822|j8_1|8|Sidewalk12
14|109.570539213|24.394463853|j8_1|8|Sidewalk13
15|109.569966511|24.396083706|j5_4|8|Sidewalk14
16|109.569702833|24.3965699041|j5_4|8|Sidewalk15
17|109.569489527|24.3971942196|11_1|8|Sidewalk16
18|109.569214631|24.3980676899|12_1|8|Sidewalk17
19|109.569191034|24.3981471031|j10_1|7|UnprotectedLeftTurn
20|109.568973397|24.3985934345|j10_1|8|Sidewalk18
21|109.568595047|24.3985310984|13_1|8|Sidewalk19
22|109.568534778|24.3985232899|j11_1|8|Sidewalk20
23|109.568194673|24.3993776693|14_-1|8|Sidewalk21
24|109.567983009|24.4000572748|j12_1|8|Sidewalk22
25|109.573052241|24.401544985|j13_1|8|Sidewalk23
26|109.573758981|24.4017354319|j13_1|7|UnprotectedLeftTurn
27|109.573515167|24.4018294457|j13_1|7|UnprotectedRightTurn
28|109.573200694|24.4016498973|j13_1|8|Sidewalk24
29|109.568053528|24.4003040994|j12_3|8|Sidewalk25
30|109.567889724|24.4001981498|j12_3|8|Sidewalk26
31|109.56782331|24.4000694539|j12_3|7|UnprotectedLeftTurn
32|109.567477047|24.3996716533|j12_3|8|Sidewalk27
33|109.564597063|24.3988860589|j14_1|8|Sidewalk28
34|109.563090304|24.3984807496|1_1|8|Sidewalk29
35|109.559995945|24.3976595704|j1_1|8|Sidewalk30
36|109.559853757|24.3976115567|j1_1|7|UnprotectedLeftTurn
37|109.559827836|24.3973483675|j1_1|8|Sidewalk31
38|109.560130772|24.3964094166|j2_1|8|Sidewalk32
39|109.560141757|24.3963484004|j2_1|7|UnprotectedRightTurn
40|109.560135722|24.3962330937|3_-1|8|Sidewalk33
41|109.560837012|24.3942054724|j3_1|8|Sidewalk34
42|109.560859582|24.3941375604|j3_1|7|UnprotectedLeftTurn
43|109.56096374|24.3940355995|j3_1|8|Sidewalk35
44|109.565624031|24.3952421728|j4_1|8|Sidewalk36
45|109.565843181|24.3953022322|j4_1|8|Sidewalk37
46|109.569435191|24.3962630983|j5_2|7|UnprotectedLeftTurn
47|109.56957262|24.3964286611|j5_2|10|RightLaneChange26
48|109.567945757|24.395906036|6_-1|8|Sidewalk38
49|109.565992044|24.3953847563|j4_2|8|Sidewalk39
50|109.565764772|24.3953203904|j4_2|8|Sidewalk40
51|109.561107173|24.3941130668|5_-2|8|Sidewalk41
52|109.560951133|24.3940901041|j3_2|8|Sidewalk42
53|109.560259711|24.3961252331|j2_3|8|Sidewalk43
54|109.560211441|24.3962774814|j2_3|8|Sidewalk44
55|109.559905886|24.3972213982|j1_2|8|Sidewalk45
56|109.559848166|24.3974342581|j1_2|7|UnprotectedRightTurn
57|109.559859007|24.3975077885|j1_2|8|Sidewalk46
58|109.562954735|24.3983808595|1_-2|8|Sidewalk47
59|109.564448197|24.3987523517|1_-2|8|Sidewalk48
60|109.564527177|24.398773237|j14_2|7|UnprotectedRightTurn
61|109.56464303|24.3987914767|j14_2|8|Sidewalk49
62|109.565724594|24.3954927288|19_1|8|Sidewalk50
63|109.565744183|24.3954355285|j4_3|7|UnprotectedRightTurn
64|109.565746541|24.395366434|j4_3|8|Sidewalk51
65|109.568157624|24.399373608|14_1|8|Sidewalk52
66|109.568051979|24.3996745356|j12_2|7|UnprotectedLeftTurn
67|109.567477047|24.3996716533|j12_2|8|Sidewalk27
68|109.569435191|24.3962630983|j5_1|7|UnprotectedLeftTurn
69|109.56990378|24.3963824903|j5_1|10|RightLaneChange25
70|109.56932495|24.3962348988|j5_3|8|Sidewalk7
71|109.569435191|24.3962630983|j5_3|7|UnprotectedLeftTurn
72|109.569804255|24.396505713|j5_3|10|RightLaneChange24
73|109.569804255|24.396505713|j5_4|10|RightLaneChange23
74|109.56932495|24.3962348988|j5_2|8|Sidewalk7
75|109.569458788|24.3963228119|j5_2|8|Sidewalk53
76|109.569702833|24.3965699041|j5_3|8|Sidewalk15
77|109.569935179|24.3962040628|j5_4|7|UnprotectedLeftTurn
78|109.569966511|24.396083706|j5_5|8|Sidewalk14
79|109.569935179|24.3962040628|j5_5|7|UnprotectedLeftTurn
80|109.56957262|24.3964286611|j5_5|10|RightLaneChange27
81|109.569458788|24.3963228119|j5_5|8|Sidewalk53
82|109.560130772|24.3964094166|j2_4|8|Sidewalk32
83|109.560175038|24.3962577817|j2_4|8|Sidewalk54
84|109.560085649|24.3961769769|j2_2|7|UnprotectedLeftTurn
85|109.560147082|24.3962708829|j2_2|8|Sidewalk55
86|109.560259711|24.3961252331|3_-2|8|Sidewalk43
87|109.560233071|24.39620791|3_-2|7|UnprotectedLeftTurn
88|109.564763746|24.3988350592|j14_4|8|Sidewalk56
89|109.567343591|24.3995278099|j12_4|8|Sidewalk57
90|109.56752973|24.3995561047|j12_4|7|UnprotectedLeftTurn
91|109.56796666|24.3998227219|j12_4|7|UnprotectedRightTurn
92|109.567945509|24.4000508716|j12_4|8|Sidewalk58
93|109.570241168|24.3965477111|7_1|10|RightLaneChange1
94|109.571397035|24.3967826024|j20_2|10|RightLaneChange2
95|109.572026275|24.3969043098|j20_2|9|LeftLaneChange3
96|109.5683651|24.3988449202|j17_3|10|RightLaneChange4
97|109.568320231|24.39909133|j17_3|9|LeftLaneChange5
98|109.568592171|24.4003554967|15_-1|9|LeftLaneChange6
99|109.570742707|24.4009589793|15_-1|10|RightLaneChange7
100|109.573475534|24.4017729874|j13_1|9|LeftLaneChange8
101|109.570525261|24.4009380766|15_1|10|RightLaneChange9
#|102|109.568533764|24.4004305515|j21_1|10|RightLaneChange10
102|109.568488911|24.4004198861|j21_1|10|RightLaneChange10
104|109.564855817|24.398925278|j14_1|10|RightLaneChange12
105|109.565143915|24.3974521463|j15_3|9|LeftLaneChange13
106|109.565289763|24.3971495395|j15_3|10|RightLaneChange14
107|109.565658892|24.3958420289|j16_1|10|RightLaneChange15
108|109.563963329|24.3948472764|j19_1|10|RightLaneChange16
109|109.56389283|24.3948298193|j19_2|10|RightLaneChange17
110|109.561255502|24.3978815614|j22_1|9|LeftLaneChange18
111|109.564952756|24.3989509057|16_1|8|Sidewalk59
112|109.573169289|24.3972657971|7_-3|8|Sidewalk60
113|109.563971035|24.3986513862|1_-2|10|RightLaneChange19
114|109.565796236|24.3954335954|j4_4|7|UnprotectedLeftTurn
115|109.560688446|24.3977767134|j22_1|10|RightLaneChange20
116|109.568302374|24.3977706499|j17_5|9|LeftLaneChange21
117|109.56932495|24.3962348988|j5_6|8|Sidewalk7
118|109.569435191|24.3962630983|j5_6|7|UnprotectedLeftTurn
119|109.569892549|24.3963032663|j5_6|10|RightLaneChange28
120|109.569966142|24.3963867402|j5_6|8|Sidewalk61
121|109.56905629|24.3985289432|j10_1|7|UnprotectedLeftTurn
122|109.568320231|24.39909133|j17_3|9|LeftLaneChange22
123|109.560837012|24.3942054724|j3_3|8|Sidewalk34
124|109.560925363|24.394066397|j3_3|8|Sidewalk62
125|109.560859946|24.3941275601|j3_3|7|UnprotectedLeftTurn
126|109.560937013|24.3939367437|j3_3|7|UnprotectedLeftTurn
#|127|109.568264934|24.4004209156|j21_1|9|LeftLaneChange23
127|109.568269262|24.4004227294|j21_1|9|LeftLaneChange23
128|109.568233413|24.4003879613|j21_1|9|LeftLaneChange24
#|103|109.568244912|24.400394866|j21_1|9|LeftLaneChange11
