#|格式：路点id| 路点经度| 路点纬度| 路点所在道路id| 路点类型| 说明
#|路点类型: 位置(0), 站点(1), 泊车(2), 无保护(7), 人行道(8), 左换道(9), 右换道(10)
#|需要将站点放在最前，并编好id，其他任务点无需编号，但需要标正确
0|109.570153034|24.3962851738|j3_5|1|zhuangliaodian
1|109.56024718|24.3954765583|u4_2|1|xieliaodian
1|109.5694371|24.3962595649|j3_3|7|UnprotectedLeftTurn1
2|109.569876129|24.3962758329|j3_3|10|RightLaneChange1
3|109.569960169|24.3963635893|j3_3|8|Sidewalk1
4|109.570126195|24.3963310036|j1_1|8|Sidewalk2
5|109.57002316|24.3964043941|j1_1|7|UnprotectedLeftTurn2
6|109.569482934|24.396329228|j1_1|8|Sidewalk3
7|109.567964956|24.3959158263|1_1|8|Sidewalk4
8|109.567817189|24.395877295|1_1|10|RightLaneChange2
9|109.566001786|24.3954329283|1_1|8|Sidewalk5
10|109.565770423|24.3953678136|j1_2|8|Sidewalk6
11|109.561131017|24.3941265084|2_1|8|Sidewalk7
12|109.561004293|24.3941011372|j2_1|8|Sidewalk8
13|109.560270603|24.3961020654|2_2|8|Sidewalk9
14|109.560820485|24.3942346983|3_1|8|Sidewalk10
15|109.560855733|24.3941240268|j3_1|7|UnprotectedLeftTurn3
16|109.560947479|24.3940333496|j3_1|8|Sidewalk11
17|109.565589744|24.3952342559|3_2|8|Sidewalk12
18|109.565815594|24.3952953652|j3_2|8|Sidewalk13
19|109.569291063|24.3962243218|3_3|8|Sidewalk14
20|109.560241298|24.3962075466|u4_1|7|UnprotectedLeftTurn4
21|109.560097841|24.3961252229|u4_4|7|UnprotectedLeftTurn5
22|109.560127122|24.3962272363|u4_4|8|Sidewalk15
23|109.569585069|24.396459416|j1_1|10|RightLaneChange3
